,Retailer country,Product,correlation,slope
6976,Korea,Canyon Mule Cooler,-0.9639365048532652,-0.005729099528781574
6980,Korea,Canyon Mule Extreme Backpack,,0.0
6984,Korea,Canyon Mule Journey Backpack,0.8416395887993439,1.221231015786706e-16
6988,Korea,Canyon Mule Weekender Backpack,,0.0
6992,Korea,Capri,0.7598984720239325,0.001485548511150254
6996,Korea,Cat Eye,-0.6133380933887609,-0.008289642149701371
7000,Korea,Compact Relief Kit,,0.0
7004,Korea,Course Pro Gloves,,0.0
7008,Korea,Course Pro Golf Bag,-0.4684556361827173,-6.10615507893353e-17
7012,Korea,Course Pro Golf and Tee Set,,0.0
7016,Korea,Course Pro Putter,0.5559055322855229,-0.02451338460877411
7020,Korea,Course Pro Umbrella,,0.0
7024,Korea,Dante,-0.8149614551323974,0.007362960984832197
7028,Korea,Deluxe Family Relief Kit,,0.0
7032,Korea,Double Edge,,0.0
7036,Korea,Edge Extreme,,0.0
7040,Korea,EverGlow Butane,,0.0
7044,Korea,EverGlow Double,,0.0
7048,Korea,EverGlow Kerosene,,0.0
7052,Korea,EverGlow Lamp,,0.0
7056,Korea,EverGlow Single,0.40235876334555315,0.00257809478795171
7060,Korea,Fairway,-0.08214397713905605,0.0026115664289090416
7064,Korea,Firefly 2,,0.0
7068,Korea,Firefly 4,,0.0
7072,Korea,Firefly Charger,,
7076,Korea,Firefly Climbing Lamp,,
7080,Korea,Firefly Extreme,0.9071767711346576,0.011458199057563128
7084,Korea,Firefly Lite,-0.6447817167063968,-5.088462565777942e-18
7088,Korea,Firefly Mapreader,,0.0
7092,Korea,Firefly Multi-light,-0.7779424973320523,-7.632693848666912e-18
7096,Korea,Firefly Rechargeable Battery,,
7100,Korea,Flicker Lantern,,0.0
7104,Korea,Glacier Basic,,0.0
7108,Korea,Glacier Deluxe,,0.0
7112,Korea,Glacier GPS,-0.7366956663397755,-0.03809135049198643
7116,Korea,Glacier GPS Extreme,,0.0
7120,Korea,Granite Axe,,
7124,Korea,Granite Belay,,
7128,Korea,Granite Carabiner,,
7132,Korea,Granite Chalk Bag,,
7136,Korea,Granite Climbing Helmet,,
7140,Korea,Granite Extreme,,
7144,Korea,Granite Grip,,
7148,Korea,Granite Hammer,,
7152,Korea,Granite Ice,,
7156,Korea,Granite Pulley,,
7160,Korea,Granite Shovel,,
7164,Korea,Granite Signal Mirror,,
7168,Korea,Hailstorm Steel Irons,-0.5985578407440171,-0.36361878571735484
7172,Korea,Hailstorm Steel Woods Set,-0.6312673109271871,-1.0
7176,Korea,Hailstorm Titanium Irons,-0.4162868354820201,-2.442462031573412e-16
7180,Korea,Hailstorm Titanium Woods Set,,0.0
7184,Korea,Hawk Eye,0.6981296128829906,0.0056062270012460745
7188,Korea,Hibernator,,0.0
7192,Korea,Hibernator Camp Cot,,0.0
7196,Korea,Hibernator Extreme,,0.0
7200,Korea,Hibernator Lite,0.6218403587308283,4.0707700526223535e-17
7204,Korea,Hibernator Pad,0.34330330241349394,0.008593649293172346
7208,Korea,Hibernator Pillow,,0.0
7212,Korea,Hibernator Self - Inflating Mat,,0.0
7216,Korea,Husky Harness,,
7220,Korea,Husky Harness Extreme,,
7224,Korea,Husky Rope 100,,
7228,Korea,Husky Rope 200,,
7232,Korea,Husky Rope 50,,
7236,Korea,Husky Rope 60,,
7240,Korea,Inferno,0.8512415087897057,0.008131204084847963
7244,Korea,Infinity,0.5472396624678216,0.026393541156418777
7248,Korea,Insect Bite Relief,,0.0
7252,Korea,Kodiak,-0.8697772258913847,0.028781971526375332
7256,Korea,Lady Hailstorm Steel Irons,,0.0
7260,Korea,Lady Hailstorm Steel Woods Set,,0.0
7264,Korea,Lady Hailstorm Titanium Irons,,0.0
7268,Korea,Lady Hailstorm Titanium Woods Set,,0.0
7272,Korea,Legend,-0.7152563870344786,0.04427317048367926
7276,Korea,Lux,0.5865053717502159,0.010988560026640396
7280,Korea,Max Gizmo,0.40716573050462423,0.006691409215256576
7284,Korea,Maximus,0.5049008777721533,0.017807292570790185
7288,Korea,Mountain Man Analog,,0.0
7292,Korea,Mountain Man Combination,,0.0
7296,Korea,Mountain Man Deluxe,,0.0
7300,Korea,Mountain Man Digital,,0.0
7304,Korea,Mountain Man Extreme,,0.0
7308,Korea,Opera Vision,,
7312,Korea,Pocket Gizmo,0.9686092672173938,0.0020051848350735504
7316,Korea,Polar Extreme,,0.0
7320,Korea,Polar Ice,-0.9664798338692149,-0.00515618957590342
7324,Korea,Polar Sports,,0.0
7328,Korea,Polar Sun,,0.0
7332,Korea,Polar Wave,,0.0
7336,Korea,Ranger Vision,0.958860704661958,0.024062184290809113
7340,Korea,Retro,,
7344,Korea,Sam,0.4098159130132742,0.006577446955699735
7348,Korea,Seeker 35,,0.0
7352,Korea,Seeker 50,,0.0
7356,Korea,Seeker Extreme,,0.0
7360,Korea,Seeker Mini,,0.0
7364,Korea,Single Edge,,0.0
7368,Korea,Sky Pilot,,
7372,Korea,Star Dome,,0.0
7376,Korea,Star Gazer 2,,0.0
7380,Korea,Star Gazer 3,0.5935142642588994,0.19226858018590928
7384,Korea,Star Gazer 6,,0.0
7388,Korea,Star Lite,0.5736424052036415,4.0707700526223535e-17
7392,Korea,Star Peg,,0.0
7396,Korea,Sun Blocker,,0.0
7400,Korea,Sun Shelter 15,0.5477739971978302,-0.00012890473939758436
7404,Korea,Sun Shelter 30,,0.0
7408,Korea,Sun Shelter Stick,,0.0
7412,Korea,Sun Shield,,0.0
7416,Korea,TX,-0.07952529948365186,0.012917791575359201
7420,Korea,Trail Master,,
7424,Korea,Trail Scout,,
7428,Korea,Trail Star,,
7432,Korea,TrailChef Canteen,0.05658708240697279,0.005070253082971687
7436,Korea,TrailChef Cook Set,,0.0
7440,Korea,TrailChef Cup,,0.0
7444,Korea,TrailChef Deluxe Cook Set,,0.0
7448,Korea,TrailChef Double Flame,,0.0
7452,Korea,TrailChef Kettle,,0.0
7456,Korea,TrailChef Kitchen Kit,,0.0
7460,Korea,TrailChef Single Flame,,0.0
7464,Korea,TrailChef Utensils,,0.0
7468,Korea,TrailChef Water Bag,,0.0
7472,Korea,Trendi,-0.9752069896169651,0.002902658602959092
7476,Korea,Venue,-0.6254369792406492,0.006510737345851411
7480,Korea,Zodiak,0.5676553315663369,
7484,Korea,Zone,0.36728518036219115,0.010001797795012828
7488,Mexico,Aloe Relief,,0.0
7492,Mexico,Astro Pilot,-0.4598615378195725,
7496,Mexico,Auto Pilot,,
7500,Mexico,Bear Edge,,0.0
7504,Mexico,Bear Survival Edge,,0.0
7508,Mexico,Bella,0.04654996062576025,0.002703323865996364
7512,Mexico,Blue Steel Max Putter,,0.0
7516,Mexico,Blue Steel Putter,-0.903573473143376,-0.021484123232930863
7520,Mexico,BugShield Extreme,,0.0
7524,Mexico,BugShield Lotion,,0.0
7528,Mexico,BugShield Lotion Lite,,0.0
7532,Mexico,BugShield Natural,,0.0
7536,Mexico,BugShield Spray,0.4261672109653506,-1.908173462166728e-18
7540,Mexico,Calamine Relief,,0.0
7544,Mexico,Canyon Mule Carryall,,0.0
7548,Mexico,Canyon Mule Climber Backpack,,0.0
7552,Mexico,Canyon Mule Cooler,-0.895386637116826,-0.005729099528781574
7556,Mexico,Canyon Mule Extreme Backpack,,0.0
7560,Mexico,Canyon Mule Journey Backpack,0.5384579737997224,1.221231015786706e-16
7564,Mexico,Canyon Mule Weekender Backpack,,0.0
7568,Mexico,Capri,0.88579994809354,0.0017545367306893457
7572,Mexico,Cat Eye,0.05389796008516687,-0.0013308347083172177
7576,Mexico,Compact Relief Kit,,0.0
7580,Mexico,Course Pro Gloves,,0.0
7584,Mexico,Course Pro Golf Bag,-0.670439015951036,-6.10615507893353e-17
7588,Mexico,Course Pro Golf and Tee Set,,0.0
7592,Mexico,Course Pro Putter,-0.17818883286038123,-0.02451338460877411
7596,Mexico,Course Pro Umbrella,,0.0
7600,Mexico,Dante,-0.18292743337226092,0.007351107850298625
7604,Mexico,Deluxe Family Relief Kit,,0.0
7608,Mexico,Double Edge,,0.0
7612,Mexico,Edge Extreme,,0.0
7616,Mexico,EverGlow Butane,,0.0
7620,Mexico,EverGlow Double,,0.0
7624,Mexico,EverGlow Kerosene,,0.0
7628,Mexico,EverGlow Lamp,,0.0
7632,Mexico,EverGlow Single,0.8173373684505928,0.00257809478795171
7636,Mexico,Fairway,-0.29604757818790634,0.002560191351924266
7640,Mexico,Firefly 2,,0.0
7644,Mexico,Firefly 4,,0.0
7648,Mexico,Firefly Charger,,
7652,Mexico,Firefly Climbing Lamp,,
7656,Mexico,Firefly Extreme,0.9381567102611644,0.011458199057563128
7660,Mexico,Firefly Lite,-0.6883407611809821,-5.088462565777942e-18
7664,Mexico,Firefly Mapreader,,0.0
7668,Mexico,Firefly Multi-light,,0.0
7672,Mexico,Firefly Rechargeable Battery,,
7676,Mexico,Flicker Lantern,,0.0
7680,Mexico,Glacier Basic,,0.0
7684,Mexico,Glacier Deluxe,,0.0
7688,Mexico,Glacier GPS,-0.8988038857847606,-0.03809135049198643
7692,Mexico,Glacier GPS Extreme,-0.41992963856194987,-1.221231015786706e-16
7696,Mexico,Granite Axe,,
7700,Mexico,Granite Belay,,
7704,Mexico,Granite Carabiner,,
7708,Mexico,Granite Chalk Bag,,
7712,Mexico,Granite Climbing Helmet,,
7716,Mexico,Granite Extreme,,
7720,Mexico,Granite Grip,,
7724,Mexico,Granite Hammer,,
7728,Mexico,Granite Ice,,
7732,Mexico,Granite Pulley,,
7736,Mexico,Granite Shovel,,
7740,Mexico,Granite Signal Mirror,,
7744,Mexico,Hailstorm Steel Irons,-0.7842537972307746,-0.36361878571735484
7748,Mexico,Hailstorm Steel Woods Set,-0.8499285844282523,-1.0
7752,Mexico,Hailstorm Titanium Irons,-0.5815457106936843,-2.442462031573412e-16
7756,Mexico,Hailstorm Titanium Woods Set,,0.0
7760,Mexico,Hawk Eye,0.7572765842687893,0.0058759972285481
7764,Mexico,Hibernator,,0.0
7768,Mexico,Hibernator Camp Cot,,0.0
7772,Mexico,Hibernator Extreme,,0.0
7776,Mexico,Hibernator Lite,0.3260694512668882,1.0176925131555884e-17
7780,Mexico,Hibernator Pad,0.649289300985759,0.008593649293172346
7784,Mexico,Hibernator Pillow,,0.0
7788,Mexico,Hibernator Self - Inflating Mat,,0.0
7792,Mexico,Husky Harness,,
7796,Mexico,Husky Harness Extreme,,
7800,Mexico,Husky Rope 100,,
7804,Mexico,Husky Rope 200,,
7808,Mexico,Husky Rope 50,,
7812,Mexico,Husky Rope 60,,
7816,Mexico,Inferno,0.8554890106005303,0.010181838460877418
7820,Mexico,Infinity,0.016060536135135903,0.0266748241882581
7824,Mexico,Insect Bite Relief,,0.0
7828,Mexico,Kodiak,-0.3315121797253305,0.031989841948466664
7832,Mexico,Lady Hailstorm Steel Irons,,0.0
7836,Mexico,Lady Hailstorm Steel Woods Set,,0.0
7840,Mexico,Lady Hailstorm Titanium Irons,,0.0
7844,Mexico,Lady Hailstorm Titanium Woods Set,,0.0
7848,Mexico,Legend,0.6761790562447706,0.029019066586459065
7852,Mexico,Lux,0.7301137525750183,0.003166139947578694
7856,Mexico,Max Gizmo,-0.7094051040229827,0.006382329215543044
7860,Mexico,Maximus,0.9591366828802372,0.014549432095847817
7864,Mexico,Mountain Man Analog,,0.0
7868,Mexico,Mountain Man Combination,,0.0
7872,Mexico,Mountain Man Deluxe,,0.0
7876,Mexico,Mountain Man Digital,,0.0
7880,Mexico,Mountain Man Extreme,,0.0
7884,Mexico,Opera Vision,,
7888,Mexico,Pocket Gizmo,-0.4077006201667455,0.0020051848350735543
7892,Mexico,Polar Extreme,,0.0
7896,Mexico,Polar Ice,-0.9799131960666487,-0.004296824646586173
7900,Mexico,Polar Sports,,0.0
7904,Mexico,Polar Sun,,0.0
7908,Mexico,Polar Wave,,0.0
7912,Mexico,Ranger Vision,-0.2190598512773709,0.023475863088844005
7916,Mexico,Retro,,
7920,Mexico,Sam,0.951821610546625,0.006715777782552023
7924,Mexico,Seeker 35,,0.0
7928,Mexico,Seeker 50,,0.0
7932,Mexico,Seeker Extreme,,0.0
7936,Mexico,Seeker Mini,,0.0
7940,Mexico,Single Edge,,0.0
7944,Mexico,Sky Pilot,,
7948,Mexico,Star Dome,,0.0
7952,Mexico,Star Gazer 2,,0.0
7956,Mexico,Star Gazer 3,0.7811906010445516,0.19226858018590928
7960,Mexico,Star Gazer 6,,0.0
7964,Mexico,Star Lite,0.7300919270235555,1.221231015786706e-16
7968,Mexico,Star Peg,,0.0
7972,Mexico,Sun Blocker,,0.0
7976,Mexico,Sun Shelter 15,0.45453764012689285,-0.00012890473939758436
7980,Mexico,Sun Shelter 30,,0.0
7984,Mexico,Sun Shelter Stick,,0.0
7988,Mexico,Sun Shield,,0.0
7992,Mexico,TX,0.06417386202843887,0.0215068466320056
7996,Mexico,Trail Master,,
8000,Mexico,Trail Scout,,
8004,Mexico,Trail Star,,
8008,Mexico,TrailChef Canteen,0.590079152313421,0.005070253082971687
8012,Mexico,TrailChef Cook Set,,0.0
8016,Mexico,TrailChef Cup,,0.0
8020,Mexico,TrailChef Deluxe Cook Set,,0.0
8024,Mexico,TrailChef Double Flame,,0.0
8028,Mexico,TrailChef Kettle,,0.0
8032,Mexico,TrailChef Kitchen Kit,,0.0
8036,Mexico,TrailChef Single Flame,,0.0
8040,Mexico,TrailChef Utensils,,0.0
8044,Mexico,TrailChef Water Bag,,0.0
8048,Mexico,Trendi,0.31671254021840217,0.0035081747375356287
8052,Mexico,Venue,0.5908043935891508,0.006534754150016471
8056,Mexico,Zodiak,-0.12893313447660534,
8060,Mexico,Zone,0.04572132926604193,0.010133170483679232
8064,Netherlands,Aloe Relief,,0.0
8068,Netherlands,Astro Pilot,-0.05689932648590563,
8072,Netherlands,Auto Pilot,,
8076,Netherlands,Bear Edge,,0.0
8080,Netherlands,Bear Survival Edge,,0.0
8084,Netherlands,Bella,0.519842162284955,0.00342248783282486
8088,Netherlands,Blue Steel Max Putter,,0.0
8092,Netherlands,Blue Steel Putter,0.42282730363682264,-0.021484123232930863
8096,Netherlands,BugShield Extreme,,0.0
8100,Netherlands,BugShield Lotion,,0.0
8104,Netherlands,BugShield Lotion Lite,,0.0
8108,Netherlands,BugShield Natural,,0.0
8112,Netherlands,BugShield Spray,,0.0
8116,Netherlands,Calamine Relief,,0.0
8120,Netherlands,Canyon Mule Carryall,,0.0
8124,Netherlands,Canyon Mule Climber Backpack,,0.0
8128,Netherlands,Canyon Mule Cooler,-0.993731250380924,-0.005729099528781574
8132,Netherlands,Canyon Mule Extreme Backpack,,0.0
8136,Netherlands,Canyon Mule Journey Backpack,0.3238614041734669,4.0707700526223535e-17
8140,Netherlands,Canyon Mule Weekender Backpack,,0.0
8144,Netherlands,Capri,-0.0717728933948863,0.0013248542731920973
8148,Netherlands,Cat Eye,0.09069850528553446,0.0045791759549692725
8152,Netherlands,Compact Relief Kit,,0.0
8156,Netherlands,Course Pro Gloves,,0.0
8160,Netherlands,Course Pro Golf Bag,-0.3673416218530466,-2.0353850263111767e-17
8164,Netherlands,Course Pro Golf and Tee Set,,0.0
8168,Netherlands,Course Pro Putter,-0.8755049234351806,-0.02451338460877411
8172,Netherlands,Course Pro Umbrella,,0.0
8176,Netherlands,Dante,0.09044022121858176,0.006731530199515895
8180,Netherlands,Deluxe Family Relief Kit,,0.0
8184,Netherlands,Double Edge,,0.0
8188,Netherlands,Edge Extreme,,0.0
8192,Netherlands,EverGlow Butane,,0.0
8196,Netherlands,EverGlow Double,,0.0
8200,Netherlands,EverGlow Kerosene,,0.0
8204,Netherlands,EverGlow Lamp,,0.0
8208,Netherlands,EverGlow Single,0.8782838887546587,0.00257809478795171
8212,Netherlands,Fairway,-0.1403515631861833,0.0025583845801286213
8216,Netherlands,Firefly 2,,0.0
8220,Netherlands,Firefly 4,,0.0
8224,Netherlands,Firefly Charger,,
8228,Netherlands,Firefly Climbing Lamp,,
8232,Netherlands,Firefly Extreme,0.9374778792096531,0.011458199057563128
8236,Netherlands,Firefly Lite,-0.5949567687773489,-5.088462565777942e-18
8240,Netherlands,Firefly Mapreader,,0.0
8244,Netherlands,Firefly Multi-light,-0.7772637881399372,-7.632693848666912e-18
8248,Netherlands,Firefly Rechargeable Battery,,
8252,Netherlands,Flicker Lantern,,0.0
8256,Netherlands,Glacier Basic,,0.0
8260,Netherlands,Glacier Deluxe,,0.0
8264,Netherlands,Glacier GPS,-0.8949613616970057,-0.03809135049198643
8268,Netherlands,Glacier GPS Extreme,-0.30655134079877583,-8.141540105244707e-17
8272,Netherlands,Granite Axe,,
8276,Netherlands,Granite Belay,,
8280,Netherlands,Granite Carabiner,,
8284,Netherlands,Granite Chalk Bag,,
8288,Netherlands,Granite Climbing Helmet,,
8292,Netherlands,Granite Extreme,,
8296,Netherlands,Granite Grip,,
8300,Netherlands,Granite Hammer,,
8304,Netherlands,Granite Ice,,
8308,Netherlands,Granite Pulley,,
8312,Netherlands,Granite Shovel,,
8316,Netherlands,Granite Signal Mirror,,
8320,Netherlands,Hailstorm Steel Irons,-0.5157084778803203,-0.36361878571735484
8324,Netherlands,Hailstorm Steel Woods Set,-0.6936840179888967,-1.0
8328,Netherlands,Hailstorm Titanium Irons,,0.0
8332,Netherlands,Hailstorm Titanium Woods Set,,0.0
8336,Netherlands,Hawk Eye,0.8924565052205353,0.005768356414443055
8340,Netherlands,Hibernator,,0.0
8344,Netherlands,Hibernator Camp Cot,,0.0
8348,Netherlands,Hibernator Extreme,,0.0
8352,Netherlands,Hibernator Lite,0.3208629355655899,1.0176925131555884e-17
8356,Netherlands,Hibernator Pad,0.4471827091146634,0.008593649293172346
8360,Netherlands,Hibernator Pillow,,0.0
8364,Netherlands,Hibernator Self - Inflating Mat,-0.6987524900524724,-1.0176925131555884e-17
8368,Netherlands,Husky Harness,,
8372,Netherlands,Husky Harness Extreme,,
8376,Netherlands,Husky Rope 100,,
8380,Netherlands,Husky Rope 200,,
8384,Netherlands,Husky Rope 50,,
8388,Netherlands,Husky Rope 60,,
8392,Netherlands,Inferno,0.8324114387393774,0.010285746122115748
8396,Netherlands,Infinity,0.6218262488364523,0.023269401953622943
8400,Netherlands,Insect Bite Relief,,0.0
8404,Netherlands,Kodiak,-0.31794071800129214,0.0363191335811169
8408,Netherlands,Lady Hailstorm Steel Irons,,0.0
8412,Netherlands,Lady Hailstorm Steel Woods Set,,0.0
8416,Netherlands,Lady Hailstorm Titanium Irons,,0.0
8420,Netherlands,Lady Hailstorm Titanium Woods Set,,0.0
8424,Netherlands,Legend,0.23605506270510107,0.02909798532634383
8428,Netherlands,Lux,-0.012082127701396411,0.009169583208009303
8432,Netherlands,Max Gizmo,0.8836756910661518,0.006663804580415062
8436,Netherlands,Maximus,0.5038192255034784,0.01577604434323034
8440,Netherlands,Mountain Man Analog,,0.0
8444,Netherlands,Mountain Man Combination,,0.0
8448,Netherlands,Mountain Man Deluxe,,0.0
8452,Netherlands,Mountain Man Digital,,0.0
8456,Netherlands,Mountain Man Extreme,,0.0
8460,Netherlands,Opera Vision,,
8464,Netherlands,Pocket Gizmo,0.28096109549637127,0.0020051848350735504
8468,Netherlands,Polar Extreme,,0.0
8472,Netherlands,Polar Ice,-0.4597311035113205,-0.006230395737549963
8476,Netherlands,Polar Sports,,0.0
8480,Netherlands,Polar Sun,,0.0
8484,Netherlands,Polar Wave,,0.0
8488,Netherlands,Ranger Vision,0.8533444876399425,0.02420318086767216
8492,Netherlands,Retro,,
8496,Netherlands,Sam,0.7084120780217174,0.00667506712356235
8500,Netherlands,Seeker 35,,0.0
8504,Netherlands,Seeker 50,,0.0
8508,Netherlands,Seeker Extreme,,0.0
8512,Netherlands,Seeker Mini,,0.0
8516,Netherlands,Single Edge,,0.0
8520,Netherlands,Sky Pilot,,
8524,Netherlands,Star Dome,,0.0
8528,Netherlands,Star Gazer 2,,0.0
8532,Netherlands,Star Gazer 3,0.8532692100123973,0.19226858018590928
8536,Netherlands,Star Gazer 6,,0.0
8540,Netherlands,Star Lite,,0.0
8544,Netherlands,Star Peg,,0.0
8548,Netherlands,Sun Blocker,,0.0
8552,Netherlands,Sun Shelter 15,0.6945963288657088,-0.00012890473939758436
8556,Netherlands,Sun Shelter 30,,0.0
8560,Netherlands,Sun Shelter Stick,,0.0
8564,Netherlands,Sun Shield,,0.0
8568,Netherlands,TX,0.06045850727720764,0.020176079935261174
8572,Netherlands,Trail Master,,
8576,Netherlands,Trail Scout,,
8580,Netherlands,Trail Star,,
8584,Netherlands,TrailChef Canteen,0.8704187894497423,0.005070253082971687
8588,Netherlands,TrailChef Cook Set,,0.0
8592,Netherlands,TrailChef Cup,,0.0
8596,Netherlands,TrailChef Deluxe Cook Set,,0.0
8600,Netherlands,TrailChef Double Flame,,0.0
8604,Netherlands,TrailChef Kettle,,0.0
8608,Netherlands,TrailChef Kitchen Kit,,0.0
8612,Netherlands,TrailChef Single Flame,,0.0
8616,Netherlands,TrailChef Utensils,,0.0
8620,Netherlands,TrailChef Water Bag,-0.4577182058010816,-6.360578207222427e-19
8624,Netherlands,Trendi,0.23261702745367205,0.0026530668299460164
8628,Netherlands,Venue,0.4188164026791656,0.006725464665778655
8632,Netherlands,Zodiak,0.043347691467339515,
8636,Netherlands,Zone,-0.10482348338429436,0.009538379302195673
8640,Singapore,Aloe Relief,,0.0
8644,Singapore,Astro Pilot,-0.004682140504673866,
8648,Singapore,Auto Pilot,,
8652,Singapore,Bear Edge,,0.0
8656,Singapore,Bear Survival Edge,,0.0
8660,Singapore,Bella,0.7801556107261121,0.005092223019521914
8664,Singapore,Blue Steel Max Putter,,0.0
8668,Singapore,Blue Steel Putter,-0.40836220710572707,-0.021484123232930863
8672,Singapore,BugShield Extreme,,0.0
8676,Singapore,BugShield Lotion,,0.0
8680,Singapore,BugShield Lotion Lite,,0.0
8684,Singapore,BugShield Natural,,0.0
8688,Singapore,BugShield Spray,0.5477371244262914,-1.908173462166728e-18
8692,Singapore,Calamine Relief,,0.0
8696,Singapore,Canyon Mule Carryall,,0.0
8700,Singapore,Canyon Mule Climber Backpack,,0.0
8704,Singapore,Canyon Mule Cooler,-0.7878462340770536,-0.005729099528781574
8708,Singapore,Canyon Mule Extreme Backpack,,0.0
8712,Singapore,Canyon Mule Journey Backpack,0.3405246181215362,4.0707700526223535e-17
8716,Singapore,Canyon Mule Weekender Backpack,,0.0
8720,Singapore,Capri,0.18384229028485288,0.001276886563829329
8724,Singapore,Cat Eye,0.828380547396488,0.007630857345421734
8728,Singapore,Compact Relief Kit,,0.0
8732,Singapore,Course Pro Gloves,,0.0
8736,Singapore,Course Pro Golf Bag,,0.0
8740,Singapore,Course Pro Golf and Tee Set,,0.0
8744,Singapore,Course Pro Putter,-0.8931383521947247,-0.02451338460877411
8748,Singapore,Course Pro Umbrella,,0.0
8752,Singapore,Dante,-0.7189443414122935,0.007897497407582457
8756,Singapore,Deluxe Family Relief Kit,,0.0
8760,Singapore,Double Edge,,0.0
8764,Singapore,Edge Extreme,,0.0
8768,Singapore,EverGlow Butane,,0.0
8772,Singapore,EverGlow Double,,0.0
8776,Singapore,EverGlow Kerosene,,0.0
8780,Singapore,EverGlow Lamp,,0.0
8784,Singapore,EverGlow Single,0.29794733044528343,0.00257809478795171
8788,Singapore,Fairway,0.18829469106433966,0.0026543789942565822
8792,Singapore,Firefly 2,,0.0
8796,Singapore,Firefly 4,-0.5313737997500998,-7.632693848666912e-18
8800,Singapore,Firefly Charger,,
8804,Singapore,Firefly Climbing Lamp,,
8808,Singapore,Firefly Extreme,0.5580746964561162,0.011458199057563128
8812,Singapore,Firefly Lite,,0.0
8816,Singapore,Firefly Mapreader,,0.0
8820,Singapore,Firefly Multi-light,-0.4327219005102778,-2.544231282888971e-18
8824,Singapore,Firefly Rechargeable Battery,,
8828,Singapore,Flicker Lantern,,0.0
8832,Singapore,Glacier Basic,,0.0
8836,Singapore,Glacier Deluxe,,0.0
8840,Singapore,Glacier GPS,-0.6355409161392481,-0.0380913504919864
8844,Singapore,Glacier GPS Extreme,,0.0
8848,Singapore,Granite Axe,,
8852,Singapore,Granite Belay,,
8856,Singapore,Granite Carabiner,,
8860,Singapore,Granite Chalk Bag,,
8864,Singapore,Granite Climbing Helmet,,
8868,Singapore,Granite Extreme,,
8872,Singapore,Granite Grip,,
8876,Singapore,Granite Hammer,,
8880,Singapore,Granite Ice,,
8884,Singapore,Granite Pulley,,
8888,Singapore,Granite Shovel,,
8892,Singapore,Granite Signal Mirror,,
8896,Singapore,Hailstorm Steel Irons,-0.5941135107071042,-0.36361878571735484
8900,Singapore,Hailstorm Steel Woods Set,-0.7720002910913589,-1.0
8904,Singapore,Hailstorm Titanium Irons,-0.2821989535273547,8.141540105244707e-17
8908,Singapore,Hailstorm Titanium Woods Set,,0.0
8912,Singapore,Hawk Eye,0.8117858578547862,0.0056476539767112135
8916,Singapore,Hibernator,,0.0
8920,Singapore,Hibernator Camp Cot,,0.0
8924,Singapore,Hibernator Extreme,,0.0
8928,Singapore,Hibernator Lite,0.2141868012138184,1.0176925131555884e-17
8932,Singapore,Hibernator Pad,0.8386275467115909,0.008593649293172346
8936,Singapore,Hibernator Pillow,,0.0
8940,Singapore,Hibernator Self - Inflating Mat,-0.637974060248658,-3.053077539466765e-17
8944,Singapore,Husky Harness,,
8948,Singapore,Husky Harness Extreme,,
8952,Singapore,Husky Rope 100,,
8956,Singapore,Husky Rope 200,,
8960,Singapore,Husky Rope 50,,
8964,Singapore,Husky Rope 60,,
8968,Singapore,Inferno,0.8743143893522666,0.010026552457067552
8972,Singapore,Infinity,0.9204265337176104,0.03725030740199668
8976,Singapore,Insect Bite Relief,,0.0
8980,Singapore,Kodiak,-0.9431325884791127,0.02474310073189246
8984,Singapore,Lady Hailstorm Steel Irons,,0.0
8988,Singapore,Lady Hailstorm Steel Woods Set,,0.0
8992,Singapore,Lady Hailstorm Titanium Irons,-0.674430680190168,-2.442462031573412e-16
8996,Singapore,Lady Hailstorm Titanium Woods Set,,0.0
9000,Singapore,Legend,0.6006648463903032,0.030629000021484026
9004,Singapore,Lux,0.6040974347364741,0.0021258639840158037
9008,Singapore,Max Gizmo,0.9272754690223937,0.006743627572723751
9012,Singapore,Maximus,0.779633269162622,0.018669130942150416
9016,Singapore,Mountain Man Analog,,0.0
9020,Singapore,Mountain Man Combination,,0.0
9024,Singapore,Mountain Man Deluxe,,0.0
9028,Singapore,Mountain Man Digital,,0.0
9032,Singapore,Mountain Man Extreme,,0.0
9036,Singapore,Opera Vision,,
9040,Singapore,Pocket Gizmo,0.5860571963917212,0.0020051848350735504
9044,Singapore,Polar Extreme,,0.0
9048,Singapore,Polar Ice,-0.5286933890258905,-0.0017352560907489046
9052,Singapore,Polar Sports,,0.0
9056,Singapore,Polar Sun,-0.17332288831816708,5.088462565777942e-18
9060,Singapore,Polar Wave,,0.0
9064,Singapore,Ranger Vision,0.9509565442149045,0.02395123605322328
9068,Singapore,Retro,,
9072,Singapore,Sam,0.9567662947820834,0.006536381737062973
9076,Singapore,Seeker 35,,0.0
9080,Singapore,Seeker 50,,0.0
9084,Singapore,Seeker Extreme,,0.0
9088,Singapore,Seeker Mini,,0.0
9092,Singapore,Single Edge,,0.0
9096,Singapore,Sky Pilot,,
9100,Singapore,Star Dome,,0.0
9104,Singapore,Star Gazer 2,,0.0
9108,Singapore,Star Gazer 3,0.6152651970463788,0.19226858018590928
9112,Singapore,Star Gazer 6,,0.0
9116,Singapore,Star Lite,0.22367504544552946,-1.221231015786706e-16
9120,Singapore,Star Peg,,0.0
9124,Singapore,Sun Blocker,,0.0
9128,Singapore,Sun Shelter 15,0.9288488582591551,-0.00012890473939758436
9132,Singapore,Sun Shelter 30,,0.0
