,Year,Product,Order method type,Retailer country,Revenue,Quantity,Gross profit
53861,2006,Seeker 50,Web,Switzerland,86504.6,679.0,23642.78
53862,2006,Seeker 50,Web,Austria,147019.6,1154.0,40182.28
53863,2006,Seeker 50,Web,Italy,238365.4,1871.0,65148.22
53864,2006,Seeker 50,Web,Spain,160651.4,1261.0,43908.02
53890,2006,Seeker 50,Mail,Japan,11848.2,93.0,3238.26
53895,2006,Seeker 50,Mail,Netherlands,17836.0,140.0,4874.8
53908,2006,Seeker 50,E-mail,Canada,34015.8,267.0,9296.94
53911,2006,Seeker 50,E-mail,Japan,17071.6,134.0,4665.88
53921,2006,Seeker 50,E-mail,Germany,25097.8,197.0,6859.54
53926,2006,Seeker 50,E-mail,Italy,18600.4,146.0,5083.72
53928,2006,Seeker 50,Fax,United States,15925.0,125.0,4352.5
53934,2006,Seeker 50,Fax,China,30321.2,238.0,8287.16
53935,2006,Seeker 50,Fax,Singapore,37710.4,296.0,10306.72
53944,2006,Seeker 50,Fax,Belgium,15033.2,118.0,4108.76
53948,2006,Seeker 50,Fax,Spain,39748.8,312.0,10863.84
53949,2006,Seeker Extreme,Telephone,United States,21171.88,122.0,9689.24
53950,2006,Seeker Extreme,Telephone,Canada,9891.78,57.0,4526.94
53954,2006,Seeker Extreme,Telephone,Korea,13536.12,78.0,6194.76
53959,2006,Seeker Extreme,Telephone,Sweden,34315.58,247.0,11067.94
53962,2006,Seeker Extreme,Telephone,France,28515.46,179.0,11667.98
53963,2006,Seeker Extreme,Telephone,Germany,26378.08,152.0,12071.84
53967,2006,Seeker Extreme,Telephone,Austria,17966.08,122.0,6483.44
53968,2006,Seeker Extreme,Telephone,Italy,41649.6,240.0,19060.8
53970,2006,Seeker Extreme,Sales visit,United States,70283.7,405.0,32165.1
53971,2006,Seeker Extreme,Sales visit,Canada,58620.44,406.0,20407.72
53972,2006,Seeker Extreme,Sales visit,Mexico,18568.78,107.0,8497.94
53974,2006,Seeker Extreme,Sales visit,Japan,32972.6,190.0,15089.8
53979,2006,Seeker Extreme,Sales visit,Netherlands,5115.04,56.0,-155.68
53980,2006,Seeker Extreme,Sales visit,Sweden,11974.26,69.0,5479.98
53983,2006,Seeker Extreme,Sales visit,France,47714.78,337.0,15996.34
53985,2006,Seeker Extreme,Sales visit,United Kingdom,61780.24,356.0,28273.52
53986,2006,Seeker Extreme,Sales visit,Belgium,38224.56,234.0,16200.48
53987,2006,Seeker Extreme,Sales visit,Switzerland,32387.94,186.0,14881.62
53988,2006,Seeker Extreme,Sales visit,Austria,39137.96,244.0,16172.68
53991,2006,Seeker Extreme,Web,United States,838238.2,5394.0,330554.92
53992,2006,Seeker Extreme,Web,Canada,249541.8,1500.0,108361.8
53993,2006,Seeker Extreme,Web,Mexico,264476.16,1704.0,104095.68
53994,2006,Seeker Extreme,Web,Brazil,163922.84,1036.0,66414.52
53995,2006,Seeker Extreme,Web,Japan,378702.22,2393.0,153473.06
53996,2006,Seeker Extreme,Web,Korea,233065.06,1469.0,94802.78
53997,2006,Seeker Extreme,Web,China,418324.24,2636.0,170223.92
53998,2006,Seeker Extreme,Web,Singapore,200530.88,1282.0,79869.04
53999,2006,Seeker Extreme,Web,Australia,236435.26,1469.0,98172.98
54000,2006,Seeker Extreme,Web,Netherlands,241029.5,1495.0,100320.1
54001,2006,Seeker Extreme,Web,Sweden,82258.14,501.0,35104.02
54002,2006,Seeker Extreme,Web,Finland,278021.3,1765.0,111899.5
54003,2006,Seeker Extreme,Web,Denmark,27245.78,157.0,12468.94
54004,2006,Seeker Extreme,Web,France,230573.04,1433.0,95699.08
54005,2006,Seeker Extreme,Web,Germany,242025.46,1559.0,95292.38
54006,2006,Seeker Extreme,Web,United Kingdom,256571.78,1678.0,98638.42
54007,2006,Seeker Extreme,Web,Belgium,94625.06,559.0,42011.98
54008,2006,Seeker Extreme,Web,Switzerland,113459.14,731.0,44657.42
54009,2006,Seeker Extreme,Web,Austria,102788.78,645.0,42081.38
54010,2006,Seeker Extreme,Web,Italy,195169.54,1271.0,75543.02
54011,2006,Seeker Extreme,Web,Spain,224935.98,1407.0,92509.14
54019,2006,Seeker Extreme,Special,Singapore,18915.86,109.0,8656.78
54037,2006,Seeker Extreme,Mail,Japan,8677.0,50.0,3971.0
54047,2006,Seeker Extreme,Mail,Germany,12321.34,71.0,5638.82
54055,2006,Seeker Extreme,E-mail,Canada,56747.58,327.0,25970.34
54058,2006,Seeker Extreme,E-mail,Japan,15618.6,90.0,7147.8
54064,2006,Seeker Extreme,E-mail,Sweden,13837.62,93.0,5084.46
54068,2006,Seeker Extreme,E-mail,Germany,34662.48,222.0,13767.84
54073,2006,Seeker Extreme,E-mail,Italy,17354.0,100.0,7942.0
54075,2006,Seeker Extreme,Fax,United States,14403.82,83.0,6591.86
54080,2006,Seeker Extreme,Fax,Korea,48244.12,278.0,22078.76
54082,2006,Seeker Extreme,Fax,Singapore,40781.9,235.0,18663.7
54091,2006,Seeker Extreme,Fax,Belgium,22743.24,186.0,5236.92
54096,2006,Seeker Mini,Telephone,United States,17068.8,210.0,8668.8
54097,2006,Seeker Mini,Telephone,Canada,15743.8,193.0,8023.8
54100,2006,Seeker Mini,Telephone,Japan,22108.16,272.0,11228.16
54104,2006,Seeker Mini,Telephone,Australia,23254.74,300.0,11254.74
54106,2006,Seeker Mini,Telephone,Sweden,13898.88,171.0,7058.88
54109,2006,Seeker Mini,Telephone,France,9657.21,137.0,4177.21
54110,2006,Seeker Mini,Telephone,Germany,13552.68,166.0,6912.68
54115,2006,Seeker Mini,Telephone,Italy,24546.56,302.0,12466.56
54117,2006,Seeker Mini,Sales visit,United States,65794.25,840.0,32194.25
54118,2006,Seeker Mini,Sales visit,Canada,31292.8,385.0,15892.8
54119,2006,Seeker Mini,Sales visit,Mexico,54289.87,758.0,23969.87
54121,2006,Seeker Mini,Sales visit,Japan,3605.55,43.0,1885.55
54127,2006,Seeker Mini,Sales visit,Sweden,10810.24,133.0,5490.24
54130,2006,Seeker Mini,Sales visit,France,35279.99,467.0,16599.99
54132,2006,Seeker Mini,Sales visit,United Kingdom,26578.56,327.0,13498.56
54133,2006,Seeker Mini,Sales visit,Belgium,8371.84,103.0,4251.84
54134,2006,Seeker Mini,Sales visit,Switzerland,30343.16,372.0,15463.16
54135,2006,Seeker Mini,Sales visit,Austria,34140.54,432.0,16860.54
54138,2006,Seeker Mini,Web,United States,532231.07,6957.0,253951.07
54139,2006,Seeker Mini,Web,Canada,191821.45,2435.0,94421.45
54140,2006,Seeker Mini,Web,Mexico,174649.55,2178.0,87529.55
54141,2006,Seeker Mini,Web,Brazil,125839.59,1628.0,60719.59
54142,2006,Seeker Mini,Web,Japan,220480.04,2848.0,106560.04
54143,2006,Seeker Mini,Web,Korea,174735.8,2248.0,84815.8
54144,2006,Seeker Mini,Web,China,271942.88,3531.0,130702.88
54145,2006,Seeker Mini,Web,Singapore,169118.84,2191.0,81478.84
54146,2006,Seeker Mini,Web,Australia,131605.77,1688.0,64085.77
54147,2006,Seeker Mini,Web,Netherlands,186072.2,2408.0,89752.2
54148,2006,Seeker Mini,Web,Sweden,44477.72,607.0,20197.72
54149,2006,Seeker Mini,Web,Finland,179428.66,2307.0,87148.66
54150,2006,Seeker Mini,Web,Denmark,48572.32,611.0,24132.32
54151,2006,Seeker Mini,Web,France,160589.98,2071.0,77749.98
54152,2006,Seeker Mini,Web,Germany,164591.87,2138.0,79071.87
54153,2006,Seeker Mini,Web,United Kingdom,240582.28,3113.0,116062.28
54154,2006,Seeker Mini,Web,Belgium,93378.88,1204.0,45218.88
54155,2006,Seeker Mini,Web,Switzerland,65204.77,857.0,30924.77
54156,2006,Seeker Mini,Web,Austria,80720.86,1043.0,39000.86
54157,2006,Seeker Mini,Web,Italy,107512.93,1440.0,49912.93
54158,2006,Seeker Mini,Web,Spain,98465.47,1260.0,48065.47
54184,2006,Seeker Mini,Mail,Japan,31506.81,403.0,15386.81
54205,2006,Seeker Mini,E-mail,Japan,6994.53,109.0,2634.53
54211,2006,Seeker Mini,E-mail,Sweden,8128.0,100.0,4128.0
54215,2006,Seeker Mini,E-mail,Germany,29612.73,372.0,14732.73
54220,2006,Seeker Mini,E-mail,Italy,34218.88,421.0,17378.88
54222,2006,Seeker Mini,Fax,United States,3336.84,39.0,1776.84
54227,2006,Seeker Mini,Fax,Korea,16987.52,209.0,8627.52
54242,2006,Seeker Mini,Fax,Spain,66217.97,873.0,31297.97
54243,2006,Opera Vision,Telephone,United States,5720.0,52.0,3110.64
54285,2006,Opera Vision,Web,United States,759000.0,7321.0,390279.25
54286,2006,Opera Vision,Web,Canada,141790.0,1695.0,56501.3
54287,2006,Opera Vision,Web,Mexico,25190.0,229.0,13648.32
54288,2006,Opera Vision,Web,Brazil,37290.0,339.0,20181.74
54289,2006,Opera Vision,Web,Japan,432520.0,3932.0,234597.63
54290,2006,Opera Vision,Web,Korea,96800.0,880.0,52510.54
54291,2006,Opera Vision,Web,China,194260.0,1766.0,105389.13
54292,2006,Opera Vision,Web,Singapore,120010.0,1091.0,65119.1
54293,2006,Opera Vision,Web,Australia,125235.0,1601.0,44712.22
54294,2006,Opera Vision,Web,Netherlands,155265.0,1814.0,64032.47
54295,2006,Opera Vision,Web,Sweden,64020.0,582.0,34689.96
54296,2006,Opera Vision,Web,Finland,35310.0,321.0,19105.7
54297,2006,Opera Vision,Web,Denmark,118030.0,1505.0,42363.11
54298,2006,Opera Vision,Web,France,136290.0,1262.0,72813.19
54299,2006,Opera Vision,Web,Germany,174570.0,1587.0,94629.95
54300,2006,Opera Vision,Web,United Kingdom,99110.0,901.0,53713.6
54301,2006,Opera Vision,Web,Belgium,90090.0,819.0,48790.48
54302,2006,Opera Vision,Web,Switzerland,65890.0,599.0,35748.43
54303,2006,Opera Vision,Web,Austria,114730.0,1043.0,62061.38
54304,2006,Opera Vision,Web,Italy,88660.0,806.0,48065.31
54305,2006,Opera Vision,Web,Spain,57200.0,520.0,31017.56
54349,2006,Opera Vision,E-mail,Canada,11110.0,101.0,6005.85
54390,2006,Ranger Vision,Telephone,United States,5760.0,36.0,3080.88
54432,2006,Ranger Vision,Web,United States,1840912.8,10981.0,939707.12
54433,2006,Ranger Vision,Web,Canada,621612.3,3670.0,309868.97
54434,2006,Ranger Vision,Web,Mexico,209520.4,1247.0,107999.12
54435,2006,Ranger Vision,Web,Brazil,435577.0,2597.0,217218.89
54436,2006,Ranger Vision,Web,Japan,1134519.0,6743.0,566886.0
54437,2006,Ranger Vision,Web,Korea,335672.6,2009.0,169941.76
54438,2006,Ranger Vision,Web,China,587973.7,3487.0,292094.77
54439,2006,Ranger Vision,Web,Singapore,505528.6,3008.0,253391.49
54440,2006,Ranger Vision,Web,Australia,161862.9,962.0,82079.4
54441,2006,Ranger Vision,Web,Netherlands,551344.4,3263.0,275198.33
54442,2006,Ranger Vision,Web,Sweden,234838.5,1401.0,119025.29
54443,2006,Ranger Vision,Web,Finland,267433.5,1585.0,135877.93
54444,2006,Ranger Vision,Web,Denmark,165262.6,987.0,82392.23
54445,2006,Ranger Vision,Web,France,909103.8,5398.0,451331.4
54446,2006,Ranger Vision,Web,Germany,683899.5,4080.0,347374.78
54447,2006,Ranger Vision,Web,United Kingdom,617673.4,3673.0,309402.94
54448,2006,Ranger Vision,Web,Belgium,409621.1,2447.0,206186.5
54449,2006,Ranger Vision,Web,Switzerland,460168.3,2733.0,231299.03
54450,2006,Ranger Vision,Web,Austria,598396.7,3553.0,300734.8
54451,2006,Ranger Vision,Web,Italy,457461.2,2719.0,230510.24
54452,2006,Ranger Vision,Web,Spain,425140.9,2523.0,210856.98
54496,2006,Ranger Vision,E-mail,Canada,96507.3,578.0,49416.86
54538,2006,Glacier Basic,Telephone,Canada,57581.87,1786.0,21861.87
54541,2006,Glacier Basic,Telephone,Japan,18028.32,568.0,6668.32
54545,2006,Glacier Basic,Telephone,Australia,27291.57,851.0,10271.57
54547,2006,Glacier Basic,Telephone,Sweden,40953.39,1277.0,15413.39
54550,2006,Glacier Basic,Telephone,France,17285.73,539.0,6505.73
54551,2006,Glacier Basic,Telephone,Germany,15201.18,474.0,5721.18
54558,2006,Glacier Basic,Sales visit,United States,139931.16,4407.0,51791.16
54559,2006,Glacier Basic,Sales visit,Canada,54832.77,1721.0,20412.77
54560,2006,Glacier Basic,Sales visit,Mexico,89034.24,2787.0,33294.24
54566,2006,Glacier Basic,Sales visit,Australia,19755.12,616.0,7435.12
54567,2006,Glacier Basic,Sales visit,Netherlands,58379.61,1831.0,21759.61
54571,2006,Glacier Basic,Sales visit,France,15574.72,476.0,6054.72
54573,2006,Glacier Basic,Sales visit,United Kingdom,23475.24,732.0,8835.24
54574,2006,Glacier Basic,Sales visit,Belgium,20204.1,630.0,7604.1
54575,2006,Glacier Basic,Sales visit,Switzerland,34731.21,1095.0,12831.21
54576,2006,Glacier Basic,Sales visit,Austria,99384.62,3071.0,37964.62
54579,2006,Glacier Basic,Web,United States,1185840.69,37204.0,441760.69
54580,2006,Glacier Basic,Web,Canada,419347.32,13076.0,157827.32
54581,2006,Glacier Basic,Web,Mexico,281753.82,8841.0,104933.82
54582,2006,Glacier Basic,Web,Brazil,236030.8,7340.0,89230.8
54583,2006,Glacier Basic,Web,Japan,509784.13,15883.0,192124.13
54584,2006,Glacier Basic,Web,Korea,300343.83,9393.0,112483.83
54585,2006,Glacier Basic,Web,China,437513.22,13792.0,161673.22
54586,2006,Glacier Basic,Web,Singapore,306975.84,9613.0,114715.84
54587,2006,Glacier Basic,Web,Australia,243443.37,7591.0,91623.37
54588,2006,Glacier Basic,Web,Netherlands,273672.84,8556.0,102552.84
54589,2006,Glacier Basic,Web,Sweden,43166.22,1346.0,16246.22
54590,2006,Glacier Basic,Web,Finland,365002.71,11417.0,136662.71
54591,2006,Glacier Basic,Web,Denmark,149812.8,4698.0,55852.8
54592,2006,Glacier Basic,Web,France,384753.27,11948.0,145793.27
54593,2006,Glacier Basic,Web,Germany,326133.93,10158.0,122973.93
54594,2006,Glacier Basic,Web,United Kingdom,419758.95,13058.0,158598.95
54595,2006,Glacier Basic,Web,Belgium,155725.94,4817.0,59385.94
54596,2006,Glacier Basic,Web,Switzerland,153085.33,4731.0,58465.33
54597,2006,Glacier Basic,Web,Austria,108178.58,3364.0,40898.58
54598,2006,Glacier Basic,Web,Italy,355268.94,11113.0,133008.94
54599,2006,Glacier Basic,Web,Spain,298186.86,9298.0,112226.86
54630,2006,Glacier Basic,Mail,Netherlands,27419.85,855.0,10319.85
54635,2006,Glacier Basic,Mail,Germany,22000.02,686.0,8280.02
54643,2006,Glacier Basic,E-mail,Canada,28285.74,882.0,10645.74
54652,2006,Glacier Basic,E-mail,Sweden,23218.68,724.0,8738.68
54656,2006,Glacier Basic,E-mail,Germany,44899.46,1383.0,17239.46
54663,2006,Glacier Basic,Fax,United States,9227.04,282.0,3587.04
54668,2006,Glacier Basic,Fax,Korea,36945.36,1164.0,13665.36
54669,2006,Glacier Basic,Fax,China,37643.64,1186.0,13923.64
54670,2006,Glacier Basic,Fax,Singapore,24148.71,753.0,9088.71
54677,2006,Glacier Basic,Fax,Germany,17510.22,546.0,6590.22
54679,2006,Glacier Basic,Fax,Belgium,39735.78,1229.0,15155.78
54683,2006,Glacier Basic,Fax,Spain,27419.85,855.0,10319.85
54684,2006,Glacier Deluxe,Telephone,United States,27852.48,304.0,11740.48
54685,2006,Glacier Deluxe,Telephone,Canada,33807.78,369.0,14250.78
54688,2006,Glacier Deluxe,Telephone,Japan,11177.64,122.0,4711.64
54694,2006,Glacier Deluxe,Telephone,Sweden,22172.04,242.0,9346.04
54697,2006,Glacier Deluxe,Telephone,France,40838.2,444.0,17306.2
54698,2006,Glacier Deluxe,Telephone,Germany,46542.96,508.0,19618.96
54702,2006,Glacier Deluxe,Telephone,Austria,9436.86,103.0,3977.86
54703,2006,Glacier Deluxe,Telephone,Italy,12185.46,133.0,5136.46
54705,2006,Glacier Deluxe,Sales visit,United States,95233.82,1037.0,40272.82
54706,2006,Glacier Deluxe,Sales visit,Canada,10719.54,117.0,4518.54
54707,2006,Glacier Deluxe,Sales visit,Mexico,62851.32,686.0,26493.32
54713,2006,Glacier Deluxe,Sales visit,Australia,13743.0,150.0,5793.0
54714,2006,Glacier Deluxe,Sales visit,Netherlands,29226.78,319.0,12319.78
54720,2006,Glacier Deluxe,Sales visit,United Kingdom,10719.54,117.0,4518.54
54721,2006,Glacier Deluxe,Sales visit,Belgium,8795.52,96.0,3707.52
54723,2006,Glacier Deluxe,Sales visit,Austria,58453.56,638.0,24639.56
54726,2006,Glacier Deluxe,Web,United States,518590.92,5655.0,218875.92
54727,2006,Glacier Deluxe,Web,Canada,191943.9,2095.0,80908.9
54728,2006,Glacier Deluxe,Web,Mexico,123778.62,1351.0,52175.62
54729,2006,Glacier Deluxe,Web,Brazil,119655.72,1306.0,50437.72
54730,2006,Glacier Deluxe,Web,Japan,226942.74,2477.0,95661.74
54731,2006,Glacier Deluxe,Web,Korea,166290.3,1815.0,70095.3
54732,2006,Glacier Deluxe,Web,China,235829.88,2574.0,99407.88
54733,2006,Glacier Deluxe,Web,Singapore,149157.36,1628.0,62873.36
54734,2006,Glacier Deluxe,Web,Australia,129184.2,1410.0,54454.2
54735,2006,Glacier Deluxe,Web,Netherlands,88871.4,970.0,37461.4
54736,2006,Glacier Deluxe,Web,Sweden,35090.46,383.0,14791.46
54737,2006,Glacier Deluxe,Web,Finland,179941.68,1964.0,75849.68
54738,2006,Glacier Deluxe,Web,Denmark,69722.82,761.0,29389.82
54739,2006,Glacier Deluxe,Web,France,163700.52,1786.0,69042.52
54740,2006,Glacier Deluxe,Web,Germany,145034.46,1583.0,61135.46
54741,2006,Glacier Deluxe,Web,United Kingdom,207698.45,2265.0,87653.45
54742,2006,Glacier Deluxe,Web,Belgium,96201.0,1050.0,40551.0
54743,2006,Glacier Deluxe,Web,Switzerland,91976.61,1002.0,38870.61
54744,2006,Glacier Deluxe,Web,Austria,33716.16,368.0,14212.16
54745,2006,Glacier Deluxe,Web,Italy,131108.22,1431.0,55265.22
54746,2006,Glacier Deluxe,Web,Spain,160609.86,1753.0,67700.86
54747,2006,Glacier Deluxe,Special,United States,13834.62,151.0,5831.62
54754,2006,Glacier Deluxe,Special,Singapore,13834.62,151.0,5831.62
54769,2006,Glacier Deluxe,Mail,Canada,15208.92,166.0,6410.92
54777,2006,Glacier Deluxe,Mail,Netherlands,58636.8,640.0,24716.8
54782,2006,Glacier Deluxe,Mail,Germany,8612.28,94.0,3630.28
54790,2006,Glacier Deluxe,E-mail,Canada,22721.76,248.0,9577.76
54793,2006,Glacier Deluxe,E-mail,Japan,21072.6,230.0,8882.6
54803,2006,Glacier Deluxe,E-mail,Germany,8612.28,94.0,3630.28
54808,2006,Glacier Deluxe,E-mail,Italy,31792.14,347.0,13401.14
54810,2006,Glacier Deluxe,Fax,United States,5332.35,57.0,2311.35
54831,2006,Glacier GPS,Telephone,United States,21069.1,190.0,7115.5
54832,2006,Glacier GPS,Telephone,Canada,171214.16,1544.0,57822.8
54835,2006,Glacier GPS,Telephone,Japan,27057.16,244.0,9137.8
54841,2006,Glacier GPS,Telephone,Sweden,24063.13,217.0,8126.65
54844,2006,Glacier GPS,Telephone,France,47670.86,455.0,16007.84
54845,2006,Glacier GPS,Telephone,Germany,28609.62,258.0,9662.1
54852,2006,Glacier GPS,Sales visit,United States,153249.98,1382.0,51755.9
54853,2006,Glacier GPS,Sales visit,Canada,137503.6,1240.0,46438.0
54854,2006,Glacier GPS,Sales visit,Mexico,71967.61,649.0,24305.05
54856,2006,Glacier GPS,Sales visit,Japan,142633.37,1339.0,47977.89
54859,2006,Glacier GPS,Sales visit,Singapore,38367.94,346.0,12957.7
54861,2006,Glacier GPS,Sales visit,Netherlands,100810.47,941.0,33929.47
54862,2006,Glacier GPS,Sales visit,Sweden,11485.74,123.0,3808.08
54867,2006,Glacier GPS,Sales visit,United Kingdom,88490.22,798.0,29885.1
54868,2006,Glacier GPS,Sales visit,Belgium,10271.8,110.0,3405.6
54869,2006,Glacier GPS,Sales visit,Switzerland,77272.72,712.0,26041.36
54870,2006,Glacier GPS,Sales visit,Austria,76239.69,703.0,25691.33
54873,2006,Glacier GPS,Web,United States,1702887.61,15871.0,573224.53
54874,2006,Glacier GPS,Web,Canada,373330.89,3475.0,125686.61
54875,2006,Glacier GPS,Web,Mexico,454362.21,4219.0,153004.25
54876,2006,Glacier GPS,Web,Brazil,328128.78,3044.0,110506.18
54877,2006,Glacier GPS,Web,Japan,559561.6,5198.0,188421.72
54878,2006,Glacier GPS,Web,Korea,441142.9,4108.0,148509.82
54879,2006,Glacier GPS,Web,China,695337.32,6472.0,234095.16
54880,2006,Glacier GPS,Web,Singapore,413134.37,3863.0,139023.05
54881,2006,Glacier GPS,Web,Australia,421019.4,3909.0,141777.66
54882,2006,Glacier GPS,Web,Netherlands,394335.94,3642.0,132862.34
54883,2006,Glacier GPS,Web,Sweden,181701.73,1682.0,61206.15
54884,2006,Glacier GPS,Web,Finland,528045.62,4895.0,177846.68
54885,2006,Glacier GPS,Web,Denmark,94700.06,854.0,31982.3
54886,2006,Glacier GPS,Web,France,553264.23,5139.0,186303.03
54887,2006,Glacier GPS,Web,Germany,385686.56,3558.0,129963.16
54888,2006,Glacier GPS,Web,United Kingdom,541556.51,5044.0,182310.45
54889,2006,Glacier GPS,Web,Belgium,258840.2,2395.0,87194.1
54890,2006,Glacier GPS,Web,Switzerland,193660.26,1802.0,65200.42
54891,2006,Glacier GPS,Web,Austria,220588.98,2051.0,74272.36
54892,2006,Glacier GPS,Web,Italy,447020.45,4104.0,150702.91
54893,2006,Glacier GPS,Web,Spain,423739.12,3934.0,142694.44
54919,2006,Glacier GPS,Mail,Japan,19405.75,175.0,6553.75
54929,2006,Glacier GPS,Mail,Germany,38858.08,367.0,13062.7
54937,2006,Glacier GPS,E-mail,Canada,104347.49,941.0,35240.45
54940,2006,Glacier GPS,E-mail,Japan,13085.02,118.0,4419.1
54946,2006,Glacier GPS,E-mail,Sweden,41869.6,397.0,14069.38
54950,2006,Glacier GPS,E-mail,Germany,159033.39,1491.0,53501.55
54955,2006,Glacier GPS,E-mail,Italy,67776.65,684.0,22623.91
54957,2006,Glacier GPS,Fax,United States,65716.74,619.0,22097.72
54962,2006,Glacier GPS,Fax,Korea,49346.05,445.0,16665.25
54964,2006,Glacier GPS,Fax,Singapore,28276.95,255.0,9549.75
54973,2006,Glacier GPS,Fax,Belgium,39698.62,358.0,13407.1
54977,2006,Glacier GPS,Fax,Spain,32379.88,292.0,10935.4
54982,2006,Glacier GPS Extreme,Telephone,Japan,106927.06,313.0,51691.95
54988,2006,Glacier GPS Extreme,Telephone,Sweden,93262.26,273.0,45085.95
54991,2006,Glacier GPS Extreme,Telephone,France,112051.36,328.0,54169.2
54992,2006,Glacier GPS Extreme,Telephone,Germany,111368.12,326.0,53838.9
54996,2006,Glacier GPS Extreme,Telephone,Austria,27329.6,80.0,13212.0
54997,2006,Glacier GPS Extreme,Telephone,Italy,84380.14,247.0,40792.05
54999,2006,Glacier GPS Extreme,Sales visit,United States,279103.54,817.0,134927.55
55000,2006,Glacier GPS Extreme,Sales visit,Canada,166368.94,487.0,80428.05
55001,2006,Glacier GPS Extreme,Sales visit,Mexico,138697.72,406.0,67050.9
55007,2006,Glacier GPS Extreme,Sales visit,Australia,39627.92,116.0,19157.4
55008,2006,Glacier GPS Extreme,Sales visit,Netherlands,147238.22,431.0,71179.65
55012,2006,Glacier GPS Extreme,Sales visit,France,30745.8,90.0,14863.5
55015,2006,Glacier GPS Extreme,Sales visit,Belgium,53975.96,158.0,26093.7
55016,2006,Glacier GPS Extreme,Sales visit,Switzerland,27329.6,80.0,13212.0
55017,2006,Glacier GPS Extreme,Sales visit,Austria,182766.7,535.0,88355.25
55020,2006,Glacier GPS Extreme,Web,United States,1693514.74,4957.0,818752.95
55021,2006,Glacier GPS Extreme,Web,Canada,531902.34,1557.0,257138.55
55022,2006,Glacier GPS Extreme,Web,Mexico,427025.0,1250.0,206437.5
55023,2006,Glacier GPS Extreme,Web,Brazil,343669.72,1006.0,166140.9
55024,2006,Glacier GPS Extreme,Web,Japan,661034.7,1935.0,319565.25
55025,2006,Glacier GPS Extreme,Web,Korea,464261.58,1359.0,224438.85
55026,2006,Glacier GPS Extreme,Web,China,732091.66,2143.0,353916.45
55027,2006,Glacier GPS Extreme,Web,Singapore,388080.32,1136.0,187610.4
55028,2006,Glacier GPS Extreme,Web,Australia,403111.6,1180.0,194877.0
55029,2006,Glacier GPS Extreme,Web,Netherlands,335129.22,981.0,162012.15
55031,2006,Glacier GPS Extreme,Web,Finland,557865.46,1633.0,269689.95
55032,2006,Glacier GPS Extreme,Web,Denmark,250749.08,734.0,121220.1
55033,2006,Glacier GPS Extreme,Web,France,489199.84,1432.0,236494.8
55034,2006,Glacier GPS Extreme,Web,Germany,505255.98,1479.0,244256.85
55035,2006,Glacier GPS Extreme,Web,United Kingdom,645320.18,1889.0,311968.35
55036,2006,Glacier GPS Extreme,Web,Belgium,192332.06,563.0,92979.45
55037,2006,Glacier GPS Extreme,Web,Switzerland,257581.48,754.0,124523.1
55038,2006,Glacier GPS Extreme,Web,Austria,103510.86,303.0,50040.45
55039,2006,Glacier GPS Extreme,Web,Italy,458454.04,1342.0,221631.3
55040,2006,Glacier GPS Extreme,Web,Spain,503547.88,1474.0,243431.1
55063,2006,Glacier GPS Extreme,Mail,Canada,43727.36,128.0,21139.2
55071,2006,Glacier GPS Extreme,Mail,Netherlands,83355.28,244.0,40296.6
55076,2006,Glacier GPS Extreme,Mail,Germany,30404.18,89.0,14698.35
55077,2006,Glacier GPS Extreme,Mail,United Kingdom,39627.92,116.0,19157.4
55084,2006,Glacier GPS Extreme,E-mail,Canada,109660.02,321.0,53013.15
55087,2006,Glacier GPS Extreme,E-mail,Japan,36211.72,106.0,17505.9
55093,2006,Glacier GPS Extreme,E-mail,Sweden,36894.96,108.0,17836.2
55104,2006,Glacier GPS Extreme,Fax,United States,75839.64,222.0,36663.3
55109,2006,Glacier GPS Extreme,Fax,Korea,51926.24,152.0,25102.8
55111,2006,Glacier GPS Extreme,Fax,Singapore,117517.28,344.0,56811.6
55120,2006,Glacier GPS Extreme,Fax,Belgium,79597.46,233.0,38479.95
55272,2006,Trail Scout,Telephone,United States,12405.0,60.0,3224.05
55314,2006,Trail Scout,Web,United States,529953.0,2556.0,138302.89
55315,2006,Trail Scout,Web,Canada,126137.0,599.0,34332.97
55316,2006,Trail Scout,Web,Mexico,73734.0,393.0,13523.22
55317,2006,Trail Scout,Web,Brazil,134189.0,653.0,34187.68
55318,2006,Trail Scout,Web,Japan,114716.0,482.0,40578.51
55319,2006,Trail Scout,Web,Korea,67927.0,379.0,10005.26
55320,2006,Trail Scout,Web,China,226640.0,1130.0,53454.66
55321,2006,Trail Scout,Web,Singapore,107393.0,536.0,25259.93
55322,2006,Trail Scout,Web,Australia,70428.0,381.0,12210.18
55323,2006,Trail Scout,Web,Netherlands,66164.0,278.0,23485.23
55324,2006,Trail Scout,Web,Sweden,102795.0,540.0,20277.19
55325,2006,Trail Scout,Web,Finland,94055.0,485.0,19870.34
55326,2006,Trail Scout,Web,Denmark,40936.0,172.0,14487.67
55327,2006,Trail Scout,Web,France,141818.0,686.0,36612.2
55328,2006,Trail Scout,Web,Germany,192893.0,986.0,42083.7
55329,2006,Trail Scout,Web,United Kingdom,153519.0,738.0,40374.82
55330,2006,Trail Scout,Web,Belgium,102711.0,522.0,22784.13
55331,2006,Trail Scout,Web,Switzerland,54978.0,231.0,19594.45
55332,2006,Trail Scout,Web,Austria,53550.0,225.0,19117.18
